epoch,train_loss,val_recall@10,val_recall@20,val_hit_rate@10,val_hit_rate@20,val_ndcg@10,val_ndcg@20
1,0.6941496367590027,0.0036460059649568144,0.006794829299394998,0.0036460059649568144,0.006794829299394998,0.0013800527166388744,0.002146880281301951
2,0.650760615845458,0.02734504474273256,0.05004971825206244,0.02734504474273256,0.05004971825206244,0.012133881455718889,0.01781992600131181
3,0.435848850578743,0.04027179316214706,0.07457739475189672,0.04027179316214706,0.07457739475189672,0.019711650660422648,0.028302029808714647
4,0.31466460476871083,0.04342061649905478,0.07805767317293573,0.04342061649905478,0.07805767317293573,0.02133048272620359,0.029993070976640123
5,0.28398669024758233,0.04491216439431497,0.08021213124386711,0.04491216439431497,0.08021213124386711,0.022483162629767822,0.03128434316726524
6,0.26470387239367144,0.04822671527267095,0.0831952270343875,0.04822671527267095,0.0831952270343875,0.02376968204113261,0.03250550573094716
7,0.24631757080106662,0.047563805096999756,0.08518395756387062,0.047563805096999756,0.08518395756387062,0.023848914826226465,0.0332821829804461
8,0.22735757105464527,0.0510440835205083,0.0901557838814046,0.0510440835205083,0.0901557838814046,0.025674636495806816,0.03544544144714159
9,0.21376703434847763,0.053529996680510054,0.09363606230244362,0.053529996680510054,0.09363606230244362,0.02589684816489146,0.03592850840818736
10,0.2007437190550061,0.05551872720628888,0.09893934370657842,0.05551872720628888,0.09893934370657842,0.02682472223290642,0.03768888993987015
11,0.19083602481703318,0.05949618826031606,0.10142525686534541,0.05949618826031606,0.10142525686534541,0.028997857292467667,0.03953057919642192
12,0.18229738154414854,0.06131919124341185,0.10507126283153699,0.06131919124341185,0.10507126283153699,0.029669917404051546,0.040591865971827686
13,0.17468808323736829,0.06032482597990505,0.10540271792184212,0.06032482597990505,0.10540271792184212,0.03019606236141221,0.04153565765242131
14,0.1692175785717272,0.0641365594875449,0.10822008616844471,0.0641365594875449,0.10822008616844471,0.031779845404158694,0.042844927546537036
15,0.16227386599059435,0.06612529001579326,0.1105402717832939,0.06612529001579326,0.1105402717832939,0.03280594644658724,0.04390379439028123
16,0.15726733266693035,0.06827974808672464,0.11054027178452866,0.06827974808672464,0.11054027178452866,0.03415127470348503,0.04472575317000193
17,0.1535822760980672,0.06778256545620602,0.11252900230907271,0.06778256545620602,0.11252900230907271,0.034258053729722425,0.04551638840436244
18,0.14900496647118758,0.06894265826363061,0.11700364590224581,0.06894265826363061,0.11700364590224581,0.034657656513636066,0.046648233705427145
19,0.1454192748959661,0.07010275106982043,0.11634073572657462,0.07010275106982043,0.11634073572657462,0.035354959446026825,0.04693924705104339
20,0.14182875125754885,0.0717600265102332,0.11766655616928973,0.0717600265102332,0.11766655616928973,0.03549766074156066,0.046915819523945565
21,0.13826483883976834,0.07209148159683403,0.11750082862660668,0.07209148159683403,0.11750082862660668,0.03642506639938956,0.0477388443997612
22,0.13565854191879148,0.07026847861373824,0.11866092143526605,0.07026847861373824,0.11866092143526605,0.03543260969211714,0.04757207275217323
23,0.13308779453251354,0.07109711633332723,0.12081537941235519,0.07109711633332723,0.12081537941235519,0.03547475499403192,0.04788704009039496
24,0.13037561523088514,0.07258866422982219,0.1204839243245196,0.07258866422982219,0.1204839243245196,0.03666875477606121,0.04875774975874723
25,0.12733297873266672,0.07391448458116458,0.12363274774786095,0.07391448458116458,0.12363274774786095,0.03724915166328364,0.04972203591277278
26,0.1254320218854332,0.07408021212384762,0.12296983766109294,0.07408021212384762,0.12296983766109294,0.03769626189733247,0.050072184925911874
27,0.12283249463664545,0.07822340072055783,0.12678157107736007,0.07822340072055783,0.12678157107736007,0.03876732065619263,0.050911675336041275
28,0.12059316440249739,0.07789194563148746,0.12529002327100308,0.07789194563148746,0.12529002327100308,0.03896475856506967,0.05082872177186809
29,0.11869713244861488,0.07838912826447562,0.12562147827487455,0.07838912826447562,0.12562147827487455,0.039481832836296214,0.05130426511650039
30,0.11760035682524084,0.07888631089499426,0.12611866099553112,0.07888631089499426,0.12611866099553112,0.039616177449997465,0.05148668882440446
31,0.11594006782352716,0.07888631089622902,0.1274444812555008,0.07888631089622902,0.1274444812555008,0.0395057731415159,0.051692843150729015
32,0.11346666768798654,0.07888631089622902,0.12943321178004485,0.07888631089622902,0.12943321178004485,0.039383316236613876,0.05196914778522873
33,0.11134172940076668,0.07888631089746378,0.128936029150761,0.07888631089746378,0.128936029150761,0.039428187874082525,0.05195396395698362
34,0.10986658109169976,0.07954922107190023,0.13092475976420823,0.07954922107190023,0.13092475976420823,0.03937030621218709,0.052205946559458725
35,0.10835061162321682,0.08021213124880619,0.13258203511201352,0.08021213124880619,0.13258203511201352,0.039743216102032186,0.052845256313568005
36,0.10749509281589265,0.07905203844138159,0.13374212783300446,0.07905203844138159,0.13374212783300446,0.03944080764842045,0.05315727072023658
37,0.10567649369620766,0.0808750413281656,0.1352336758146983,0.0808750413281656,0.1352336758146983,0.040231057112116,0.05382474387891252
38,0.10466885378791974,0.08137222405252648,0.1353994033586161,0.08137222405252648,0.1353994033586161,0.040354846394813765,0.053859326542707954
39,0.10312570366560543,0.0815379515989138,0.13970831950047888,0.0815379515989138,0.13970831950047888,0.040313153699618284,0.054782910558327486
40,0.10159623426640615,0.08070931387932481,0.138548226784427,0.08070931387932481,0.138548226784427,0.04003247253863492,0.05448855577857241
41,0.10029057608339186,0.0826980444063384,0.13887968178088989,0.0826980444063384,0.13887968178088989,0.040123032995573446,0.05423194141722018
42,0.09852605140696126,0.0830294994904697,0.1407026848553584,0.0830294994904697,0.1407026848553584,0.04010563812604162,0.054484155888455885
43,0.09847814910593068,0.08435531984181209,0.14003977449694177,0.08435531984181209,0.14003977449694177,0.04105129990051292,0.054914854243422406
44,0.09737745780703393,0.08369240966737566,0.1398740471357694,0.08369240966737566,0.1398740471357694,0.040985505869269453,0.05507578753505395
45,0.09611547530603758,0.08452104738696466,0.1392111369600982,0.08452104738696466,0.1392111369600982,0.04132340585440644,0.055125993820642614
46,0.09467691233487104,0.08617832282614266,0.14136559485322323,0.08617832282614266,0.14136559485322323,0.04168990889257317,0.055547383420952195
47,0.09371960834554252,0.08485250247603503,0.141034139943194,0.08485250247603503,0.141034139943194,0.04171096179405901,0.05579891508734697
48,0.09358221387736014,0.08452104738696466,0.13954259186518836,0.08452104738696466,0.13954259186518836,0.04123782638718464,0.05505751947822024
49,0.09284861059321971,0.08336095458077483,0.13937686441017375,0.08336095458077483,0.13937686441017375,0.04087944201233571,0.054995752993278406
50,0.09176299668539328,0.0825323168624206,0.1397083195029484,0.0825323168624206,0.1397083195029484,0.04051862185080694,0.0549362550644259
